(252,365)
(257,369)
(291,370)
(294,366)
(257,372)
(250,366)
(406,366)
(408,367)
(107,373)
(106,369)
(257,369)
(260,376)
(408,369)
(408,373)
(399,385)
(404,371)
(111,374)
(112,384)
(335,383)
(339,374)
(408,374)
(406,382)
(109,382)
(109,377)
(123,377)
(124,385)
(259,378)
(266,380)
(100,382)
(100,389)
(113,399)
(109,382)
(405,382)
(402,389)
(340,388)
(335,383)
(112,384)
(115,397)
(395,397)
(400,385)
(403,390)
(406,391)
(100,389)
(104,394)
(401,389)
(404,392)
(405,392)
(405,403)
(102,402)
(101,394)
(103,395)
(108,407)
(392,401)
(396,398)
(128,400)
(130,405)
(392,401)
(395,402)
(380,427)
(393,403)
(404,403)
(402,406)
(296,410)
(331,405)
(397,405)
(383,433)
(399,412)
(399,405)
(403,406)
(403,409)
(108,407)
(117,434)
(278,416)
(296,411)
(327,409)
(318,414)
(106,416)
(103,409)
(259,414)
(271,411)
(403,409)
(400,426)
(131,410)
(135,423)
(318,414)
(312,414)
(131,419)
(126,412)
(204,416)
(209,413)
(207,414)
(241,415)
(272,412)
(271,418)
(267,416)
(270,413)
(306,416)
(296,417)
(312,415)
(306,417)
(396,424)
(399,413)
(108,419)
(105,416)
(199,416)
(198,418)
(295,417)
(283,421)
(244,417)
(249,418)
(249,418)
(256,419)
(107,420)
(103,417)
(201,418)
(202,418)
(235,418)
(236,421)
(111,430)
(107,419)
(208,420)
(200,419)
(231,422)
(207,420)
(238,421)
(240,419)
(275,418)
(277,421)
(283,421)
(277,420)
(243,422)
(239,422)
(235,422)
(231,422)
(243,424)
(236,422)
(254,423)
(243,424)
(260,424)
(254,424)
(264,425)
(260,425)
(390,429)
(392,424)
(392,424)
(396,428)
(133,425)
(135,433)
(281,426)
(274,426)
(371,440)
(381,427)
(396,428)
(399,435)
(130,435)
(130,429)
(394,437)
(389,429)
(109,431)
(112,432)
(135,433)
(138,440)
(383,433)
(367,453)
(133,437)
(130,436)
(132,439)
(129,436)
(277,441)
(279,436)
(279,438)
(284,440)
(393,440)
(396,437)
(397,437)
(395,447)
(135,458)
(132,438)
(138,439)
(145,445)
(363,450)
(371,440)
(287,440)
(281,443)
(387,462)
(393,441)
(102,445)
(104,449)
(144,446)
(148,451)
(143,453)
(141,447)
(136,447)
(141,456)
(396,447)
(389,467)
(104,450)
(105,450)
(358,456)
(364,450)
(148,450)
(154,469)
(145,461)
(145,452)
(364,453)
(364,456)
(333,460)
(339,456)
(351,465)
(357,456)
(361,455)
(361,458)
(132,465)
(134,458)
(363,457)
(356,465)
(136,459)
(137,468)
(148,466)
(144,461)
(384,468)
(387,462)
(0,0)
(0,0)
(48,36)
(69,0)
(74,0)
(51,54)
(239,8)
(232,0)
(245,-1)
(258,9)
(255,2)
(282,7)
(316,0)
(324,0)
(334,-2)
(384,38)
(420,35)
(376,0)
(387,1)
(414,17)
(323,2)
(318,1)
(371,35)
(323,1)
(139,10)
(162,3)
(256,16)
(239,4)
(286,5)
(296,6)
(161,7)
(172,10)
(258,12)
(263,5)
(292,10)
(284,6)
(164,7)
(117,25)
(111,19)
(142,13)
(283,13)
(256,15)
(170,16)
(188,20)
(121,21)
(109,18)
(408,18)
(434,39)
(184,35)
(171,18)
(186,21)
(186,36)
(60,27)
(47,36)
(61,68)
(105,25)
(106,30)
(63,71)
(46,51)
(60,32)
(417,35)
(457,80)
(434,46)
(427,34)
(389,58)
(369,36)
(384,38)
(413,81)
(453,83)
(415,38)
(292,39)
(327,54)
(434,40)
(442,47)
(324,60)
(292,42)
(441,50)
(433,41)
(127,50)
(143,50)
(142,50)
(140,61)
(126,64)
(132,52)
(327,54)
(396,115)
(119,57)
(128,55)
(101,69)
(112,58)
(139,58)
(118,77)
(410,97)
(390,57)
(25,66)
(35,58)
(36,59)
(30,69)
(376,104)
(324,61)
(115,63)
(122,63)
(112,64)
(103,72)
(122,69)
(116,64)
(87,105)
(118,68)
(10,93)
(24,69)
(433,67)
(451,99)
(27,71)
(11,100)
(442,97)
(430,72)
(118,77)
(114,78)
(114,79)
(102,96)
(412,81)
(419,104)
(42,102)
(53,82)
(56,84)
(35,132)
(0,97)
(11,94)
(98,94)
(91,164)
(10,98)
(0,99)
(415,117)
(409,97)
(440,115)
(440,98)
(453,98)
(462,107)
(450,99)
(441,103)
(75,126)
(84,101)
(457,112)
(453,102)
(0,109)
(9,103)
(405,152)
(376,104)
(12,106)
(0,115)
(32,132)
(42,103)
(419,104)
(425,130)
(443,104)
(444,114)
(87,107)
(78,127)
(87,146)
(88,107)
(462,107)
(457,112)
(448,111)
(458,126)
(456,131)
(444,112)
(395,117)
(411,148)
(417,203)
(416,117)
(457,127)
(466,142)
(424,129)
(424,150)
(460,144)
(457,131)
(447,139)
(457,171)
(462,146)
(473,153)
(90,162)
(88,147)
(464,278)
(444,146)
(467,159)
(461,147)
(425,148)
(425,171)
(472,153)
(467,159)
(400,174)
(414,155)
(93,269)
(89,163)
(413,164)
(412,203)
(93,165)
(96,214)
(44,189)
(50,169)
(54,169)
(47,190)
(422,171)
(427,173)
(452,172)
(472,277)
(422,173)
(424,173)
(337,183)
(367,177)
(424,174)
(424,198)
(458,174)
(468,202)
(367,180)
(390,194)
(464,204)
(455,178)
(280,198)
(338,183)
(472,187)
(481,186)
(477,188)
(487,218)
(388,198)
(367,190)
(482,220)
(473,188)
(95,211)
(136,192)
(424,198)
(421,228)
(99,227)
(97,244)
(421,228)
(423,233)
(421,232)
(419,261)
(47,236)
(48,252)
(44,252)
(43,241)
(420,261)
(420,291)
(58,270)
(62,264)
(62,266)
(65,294)
(62,294)
(59,269)
(469,287)
(476,278)
(476,280)
(488,342)
(492,285)
(498,288)
(484,368)
(471,287)
(420,290)
(414,302)
(491,315)
(490,294)
(493,295)
(495,316)
(66,299)
(66,327)
(418,299)
(421,313)
(63,327)
(62,302)
(9,376)
(14,306)
(19,306)
(13,377)
(419,310)
(414,316)
(33,375)
(33,311)
(34,311)
(43,339)
(415,316)
(416,322)
(81,320)
(90,322)
(80,322)
(82,322)
(88,358)
(84,322)
(40,335)
(37,376)
(82,384)
(73,336)
(76,335)
(86,383)
(488,338)
(489,472)
(63,354)
(67,341)
(46,342)
(52,380)
(67,346)
(107,525)
(46,382)
(42,353)
(79,422)
(63,355)
(475,426)
(469,356)
(472,357)
(479,426)
(421,368)
(415,460)
(481,566)
(483,368)
(11,493)
(33,378)
(39,379)
(15,494)
(51,381)
(60,384)
(55,398)
(53,383)
(13,384)
(11,398)
(58,385)
(59,398)
(9,398)
(10,386)
(88,389)
(125,532)
(47,390)
(42,406)
(496,392)
(496,403)
(86,397)
(85,393)
(89,402)
(85,398)
(107,482)
(86,399)
(5,464)
(7,406)
(12,406)
(11,464)
(31,502)
(56,415)
(62,417)
(36,503)
(77,449)
(72,418)
(55,499)
(69,445)
(470,446)
(477,451)
(72,448)
(59,501)
(96,493)
(81,448)
(471,462)
(471,448)
(475,451)
(475,462)
(446,464)
(445,452)
(448,453)
(449,464)
(436,511)
(437,457)
(440,458)
(441,511)
(459,511)
(457,469)
(462,469)
(462,512)
(197,489)
(176,472)
(292,508)
(337,474)
(336,472)
(335,481)
(444,492)
(446,473)
(449,473)
(447,494)
(416,474)
(412,580)
(498,476)
(484,478)
(166,536)
(150,475)
(397,547)
(412,477)
(113,493)
(108,480)
(471,513)
(473,479)
(335,481)
(319,498)
(486,480)
(492,520)
(478,481)
(476,514)
(384,505)
(401,482)
(359,489)
(366,484)
(404,484)
(392,512)
(201,490)
(197,489)
(222,502)
(201,491)
(91,517)
(95,493)
(116,554)
(114,493)
(230,498)
(278,508)
(318,498)
(304,510)
(275,500)
(293,498)
(240,508)
(221,502)
(283,507)
(290,502)
(280,509)
(278,500)
(363,501)
(358,556)
(339,592)
(361,503)
(392,512)
(387,505)
(304,510)
(240,510)
(100,511)
(91,516)
(96,526)
(99,514)
(169,517)
(165,536)
(490,517)
(483,527)
(467,520)
(476,547)
(106,524)
(98,525)
(485,531)
(498,522)
(449,523)
(447,537)
(440,536)
(447,525)
(498,526)
(490,532)
(467,598)
(465,528)
(406,580)
(408,529)
(3,531)
(4,542)
(84,561)
(96,529)
(100,531)
(104,544)
(406,531)
(401,543)
(123,533)
(114,572)
(492,533)
(491,566)
(98,535)
(92,550)
(153,537)
(191,599)
(127,598)
(135,539)
(138,539)
(136,598)
(345,552)
(338,544)
(469,543)
(474,598)
(98,548)
(91,575)
(375,558)
(383,548)
(382,550)
(398,599)
(169,576)
(151,553)
(86,599)
(117,555)
(357,598)
(369,554)
(355,556)
(349,598)
(374,556)
(367,584)
(328,560)
(336,562)
(391,598)
(378,558)
(112,598)
(125,559)
(149,560)
(160,580)
(128,561)
(118,599)
(329,568)
(330,561)
(89,575)
(86,562)
(485,570)
(498,569)
(58,567)
(48,588)
(45,585)
(53,570)
(113,572)
(93,599)
(498,577)
(485,574)
(328,576)
(334,582)
(480,579)
(489,578)
(64,599)
(73,576)
(75,576)
(70,598)
(367,585)
(376,576)
(330,587)
(328,578)
(377,578)
(375,590)
(488,580)
(498,586)
(169,582)
(146,587)
(346,580)
(339,592)
(493,590)
(481,580)
(345,598)
(348,582)
(168,598)
(169,584)
(374,588)
(367,588)
(183,599)
(172,586)
(498,588)
(492,599)
(142,598)
(149,590)
(369,589)
(371,598)
(476,598)
(493,591)
(150,591)
(152,599)
(172,591)
(173,598)
